job_title,company,location,description,skills_list,date_posted
NLP Engineer,Meta,Bangalore,"Looking for a candidate with experience in Power BI, Machine Learning, AWS, Java, Kubernetes, Spark, SQL.","Power BI, Machine Learning, AWS, Java, Kubernetes, Spark, SQL",2023-07-14
Software Engineer,Flipkart,Delhi,"Looking for a candidate with experience in Power BI, Scikit-learn, SQL, Machine Learning, Deep Learning, Node.js, Spark.","Power BI, Scikit-learn, SQL, Machine Learning, Deep Learning, Node.js, Spark",2023-12-11
Software Engineer,Accenture,Hyderabad,"Looking for a candidate with experience in Hadoop, SQL, Spark, Docker.","Hadoop, SQL, Spark, Docker",2024-10-04
Cloud Engineer,Accenture,Pune,"Looking for a candidate with experience in Python, PyTorch, SQL, Machine Learning, Scikit-learn.","Python, PyTorch, SQL, Machine Learning, Scikit-learn",2023-07-06
DevOps Engineer,Capgemini,Chennai,"Looking for a candidate with experience in Spark, Docker, React, Python, NumPy.","Spark, Docker, React, Python, NumPy",2024-06-07
NLP Engineer,Google,Hyderabad,"Looking for a candidate with experience in Tableau, Power BI, Pandas, Spark, NumPy, Hadoop.","Tableau, Power BI, Pandas, Spark, NumPy, Hadoop",2023-10-24
Data Analyst,Flipkart,Hyderabad,"Looking for a candidate with experience in Tableau, Pandas, Node.js, TensorFlow.","Tableau, Pandas, Node.js, TensorFlow",2023-07-28
Full Stack Developer,Google,Pune,"Looking for a candidate with experience in Deep Learning, Tableau, PyTorch, TensorFlow.","Deep Learning, Tableau, PyTorch, TensorFlow",2023-05-15
Full Stack Developer,Microsoft,Hyderabad,"Looking for a candidate with experience in Python, Pandas, Spark, Java.","Python, Pandas, Spark, Java",2024-01-10
Data Analyst,Accenture,Hyderabad,"Looking for a candidate with experience in Kubernetes, Spark, Java, PyTorch, Python, Deep Learning, Docker.","Kubernetes, Spark, Java, PyTorch, Python, Deep Learning, Docker",2023-04-03
Backend Developer,Meta,Bangalore,"Looking for a candidate with experience in NumPy, Java, Hadoop, AWS, Kubernetes, Docker.","NumPy, Java, Hadoop, AWS, Kubernetes, Docker",2023-03-16
Backend Developer,Infosys,Mumbai,"Looking for a candidate with experience in Kubernetes, Spark, SQL, PyTorch, React, NumPy, Java.","Kubernetes, Spark, SQL, PyTorch, React, NumPy, Java",2024-03-04
Backend Developer,TCS,Delhi,"Looking for a candidate with experience in NLP, Machine Learning, PyTorch, Hadoop.","NLP, Machine Learning, PyTorch, Hadoop",2023-06-09
Full Stack Developer,Meta,Pune,"Looking for a candidate with experience in React, Power BI, Docker, AWS, PyTorch.","React, Power BI, Docker, AWS, PyTorch",2023-06-25
Backend Developer,Microsoft,Pune,"Looking for a candidate with experience in Scikit-learn, Kubernetes, PyTorch, Docker.","Scikit-learn, Kubernetes, PyTorch, Docker",2024-02-26
Machine Learning Engineer,Infosys,Chennai,"Looking for a candidate with experience in Tableau, Machine Learning, SQL, NLP, Deep Learning.","Tableau, Machine Learning, SQL, NLP, Deep Learning",2024-04-15
Backend Developer,Amazon,Bangalore,"Looking for a candidate with experience in Machine Learning, Python, Kubernetes, NumPy, Deep Learning.","Machine Learning, Python, Kubernetes, NumPy, Deep Learning",2024-09-07
Machine Learning Engineer,Microsoft,Mumbai,"Looking for a candidate with experience in NLP, NumPy, Java, SQL.","NLP, NumPy, Java, SQL",2023-04-09
DevOps Engineer,Amazon,Chennai,"Looking for a candidate with experience in Power BI, Docker, Node.js, NumPy, Kubernetes, Machine Learning.","Power BI, Docker, Node.js, NumPy, Kubernetes, Machine Learning",2024-05-17
Machine Learning Engineer,Capgemini,Delhi,"Looking for a candidate with experience in Tableau, Docker, AWS, SQL, React, Spark.","Tableau, Docker, AWS, SQL, React, Spark",2023-04-20
DevOps Engineer,Google,Pune,"Looking for a candidate with experience in React, Hadoop, Machine Learning, TensorFlow, AWS.","React, Hadoop, Machine Learning, TensorFlow, AWS",2024-03-16
Machine Learning Engineer,Capgemini,Bangalore,"Looking for a candidate with experience in Hadoop, Java, SQL, Deep Learning, Machine Learning.","Hadoop, Java, SQL, Deep Learning, Machine Learning",2023-09-06
Software Engineer,Infosys,Hyderabad,"Looking for a candidate with experience in Machine Learning, Power BI, Spark, NLP.","Machine Learning, Power BI, Spark, NLP",2024-10-14
Data Analyst,Amazon,Mumbai,"Looking for a candidate with experience in Deep Learning, Power BI, Tableau, Java, AWS, NLP.","Deep Learning, Power BI, Tableau, Java, AWS, NLP",2023-02-16
Data Scientist,Accenture,Mumbai,"Looking for a candidate with experience in AWS, Docker, Node.js, Tableau, Java, React, Python.","AWS, Docker, Node.js, Tableau, Java, React, Python",2024-02-08
Software Engineer,IBM,Delhi,"Looking for a candidate with experience in Pandas, React, PyTorch, Hadoop, Deep Learning, NumPy, Kubernetes.","Pandas, React, PyTorch, Hadoop, Deep Learning, NumPy, Kubernetes",2023-02-24
Data Scientist,Adobe,Pune,"Looking for a candidate with experience in Machine Learning, AWS, Deep Learning, Scikit-learn, Spark, Node.js, Power BI.","Machine Learning, AWS, Deep Learning, Scikit-learn, Spark, Node.js, Power BI",2023-11-04
DevOps Engineer,IBM,Mumbai,"Looking for a candidate with experience in Kubernetes, Tableau, Machine Learning, Hadoop.","Kubernetes, Tableau, Machine Learning, Hadoop",2024-04-25
Cloud Engineer,Infosys,Chennai,"Looking for a candidate with experience in Docker, Deep Learning, Machine Learning, TensorFlow, Scikit-learn, Node.js.","Docker, Deep Learning, Machine Learning, TensorFlow, Scikit-learn, Node.js",2023-06-13
Cloud Engineer,Capgemini,Delhi,"Looking for a candidate with experience in Pandas, Scikit-learn, Java, Docker, Machine Learning, AWS.","Pandas, Scikit-learn, Java, Docker, Machine Learning, AWS",2023-11-28
Machine Learning Engineer,Meta,Chennai,"Looking for a candidate with experience in Deep Learning, NumPy, React, AWS, PyTorch, Python, Hadoop.","Deep Learning, NumPy, React, AWS, PyTorch, Python, Hadoop",2023-08-16
Data Analyst,Accenture,Pune,"Looking for a candidate with experience in Docker, PyTorch, Hadoop, Kubernetes, AWS, NumPy.","Docker, PyTorch, Hadoop, Kubernetes, AWS, NumPy",2023-08-13
Backend Developer,Infosys,Chennai,"Looking for a candidate with experience in Docker, Tableau, TensorFlow, Node.js, Deep Learning.","Docker, Tableau, TensorFlow, Node.js, Deep Learning",2023-02-02
AI Engineer,Infosys,Delhi,"Looking for a candidate with experience in Java, TensorFlow, Spark, NLP.","Java, TensorFlow, Spark, NLP",2023-12-26
Backend Developer,Amazon,Mumbai,"Looking for a candidate with experience in Spark, Docker, Tableau, SQL, NumPy.","Spark, Docker, Tableau, SQL, NumPy",2023-11-24
Data Analyst,IBM,Mumbai,"Looking for a candidate with experience in Docker, Deep Learning, Power BI, Machine Learning.","Docker, Deep Learning, Power BI, Machine Learning",2024-04-12
Cloud Engineer,Infosys,Pune,"Looking for a candidate with experience in Node.js, Docker, Kubernetes, PyTorch.","Node.js, Docker, Kubernetes, PyTorch",2023-11-09
DevOps Engineer,Infosys,Mumbai,"Looking for a candidate with experience in Kubernetes, NumPy, NLP, Python, Machine Learning, Docker, Java.","Kubernetes, NumPy, NLP, Python, Machine Learning, Docker, Java",2024-01-09
Full Stack Developer,Oracle,Pune,"Looking for a candidate with experience in NLP, Tableau, Java, Kubernetes, TensorFlow, Spark, NumPy.","NLP, Tableau, Java, Kubernetes, TensorFlow, Spark, NumPy",2023-11-24
DevOps Engineer,Google,Delhi,"Looking for a candidate with experience in NumPy, Python, Kubernetes, Spark.","NumPy, Python, Kubernetes, Spark",2023-09-15
Cloud Engineer,Capgemini,Pune,"Looking for a candidate with experience in SQL, AWS, NLP, Python, Hadoop, Java.","SQL, AWS, NLP, Python, Hadoop, Java",2023-07-19
Data Analyst,IBM,Mumbai,"Looking for a candidate with experience in Hadoop, Kubernetes, Tableau, PyTorch.","Hadoop, Kubernetes, Tableau, PyTorch",2024-06-17
Full Stack Developer,Google,Delhi,"Looking for a candidate with experience in React, Node.js, Hadoop, TensorFlow.","React, Node.js, Hadoop, TensorFlow",2023-04-03
AI Engineer,Google,Chennai,"Looking for a candidate with experience in Power BI, Machine Learning, NLP, Tableau, Scikit-learn.","Power BI, Machine Learning, NLP, Tableau, Scikit-learn",2023-03-12
Software Engineer,TCS,Bangalore,"Looking for a candidate with experience in Pandas, Java, PyTorch, React, AWS, Scikit-learn.","Pandas, Java, PyTorch, React, AWS, Scikit-learn",2023-04-03
NLP Engineer,Microsoft,Chennai,"Looking for a candidate with experience in Hadoop, Scikit-learn, SQL, Docker, React, NLP, Node.js.","Hadoop, Scikit-learn, SQL, Docker, React, NLP, Node.js",2024-01-04
Machine Learning Engineer,IBM,Pune,"Looking for a candidate with experience in SQL, React, Spark, Node.js, Scikit-learn, Kubernetes, NLP.","SQL, React, Spark, Node.js, Scikit-learn, Kubernetes, NLP",2024-04-28
Cloud Engineer,Capgemini,Mumbai,"Looking for a candidate with experience in Hadoop, Machine Learning, React, AWS, Pandas.","Hadoop, Machine Learning, React, AWS, Pandas",2024-11-26
AI Engineer,Meta,Pune,"Looking for a candidate with experience in Machine Learning, SQL, Pandas, AWS, React.","Machine Learning, SQL, Pandas, AWS, React",2024-07-01
Cloud Engineer,TCS,Hyderabad,"Looking for a candidate with experience in AWS, NumPy, Hadoop, React, NLP, SQL.","AWS, NumPy, Hadoop, React, NLP, SQL",2023-06-15
Data Scientist,Amazon,Chennai,"Looking for a candidate with experience in Pandas, Spark, NLP, Hadoop, NumPy, Kubernetes, AWS.","Pandas, Spark, NLP, Hadoop, NumPy, Kubernetes, AWS",2024-08-19
Data Analyst,Google,Chennai,"Looking for a candidate with experience in Python, Deep Learning, SQL, Tableau, Scikit-learn.","Python, Deep Learning, SQL, Tableau, Scikit-learn",2023-12-26
Data Scientist,Adobe,Chennai,"Looking for a candidate with experience in Tableau, Kubernetes, Pandas, Machine Learning, NLP.","Tableau, Kubernetes, Pandas, Machine Learning, NLP",2023-06-07
AI Engineer,Capgemini,Hyderabad,"Looking for a candidate with experience in Python, Pandas, Hadoop, PyTorch.","Python, Pandas, Hadoop, PyTorch",2023-10-04
Backend Developer,Google,Mumbai,"Looking for a candidate with experience in Tableau, Kubernetes, Machine Learning, TensorFlow, Scikit-learn, Java.","Tableau, Kubernetes, Machine Learning, TensorFlow, Scikit-learn, Java",2023-02-25
Cloud Engineer,Google,Bangalore,"Looking for a candidate with experience in Hadoop, TensorFlow, Tableau, Pandas, Docker, NLP.","Hadoop, TensorFlow, Tableau, Pandas, Docker, NLP",2023-10-30
Data Scientist,Capgemini,Bangalore,"Looking for a candidate with experience in AWS, Pandas, Tableau, Scikit-learn.","AWS, Pandas, Tableau, Scikit-learn",2023-02-03
NLP Engineer,Google,Chennai,"Looking for a candidate with experience in Node.js, Machine Learning, TensorFlow, Python, NLP, Deep Learning.","Node.js, Machine Learning, TensorFlow, Python, NLP, Deep Learning",2023-11-15
NLP Engineer,Infosys,Chennai,"Looking for a candidate with experience in SQL, Scikit-learn, PyTorch, Machine Learning, Tableau.","SQL, Scikit-learn, PyTorch, Machine Learning, Tableau",2023-11-12
AI Engineer,Google,Chennai,"Looking for a candidate with experience in React, Docker, Kubernetes, Java, SQL.","React, Docker, Kubernetes, Java, SQL",2023-07-13
DevOps Engineer,Amazon,Mumbai,"Looking for a candidate with experience in Deep Learning, Scikit-learn, React, Pandas, AWS, Machine Learning.","Deep Learning, Scikit-learn, React, Pandas, AWS, Machine Learning",2024-07-23
Machine Learning Engineer,Infosys,Mumbai,"Looking for a candidate with experience in Power BI, Machine Learning, Docker, SQL, Deep Learning, Java.","Power BI, Machine Learning, Docker, SQL, Deep Learning, Java",2024-01-23
Software Engineer,Microsoft,Hyderabad,"Looking for a candidate with experience in React, SQL, Docker, TensorFlow, Java, Machine Learning, NumPy.","React, SQL, Docker, TensorFlow, Java, Machine Learning, NumPy",2023-11-05
Machine Learning Engineer,Accenture,Mumbai,"Looking for a candidate with experience in Tableau, Machine Learning, Spark, Pandas, Java.","Tableau, Machine Learning, Spark, Pandas, Java",2024-03-10
Data Analyst,Accenture,Chennai,"Looking for a candidate with experience in Tableau, Machine Learning, Deep Learning, Spark, React, Scikit-learn.","Tableau, Machine Learning, Deep Learning, Spark, React, Scikit-learn",2023-04-13
